id,municipio,apodo,id_municipio_sepomex,id_estado
560,Acatlán de Juárez,Acatlán de Juárez,2,14
561,Villa Corona,Villa Corona,114,14
562,Zacoalco de Torres,Zacoalco de Torres,119,14
563,Atemajac de Brizuela,Atemajac de Brizuela,10,14
564,Jocotepec,Jocotepec,50,14
565,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,44,14
566,Juanacatlán,Juanacatlán,51,14
567,Chapala,Chapala,30,14
568,Poncitlán,Poncitlán,66,14
569,Zapotlán del Rey,Zapotlán del Rey,123,14
570,Huejuquilla el Alto,Huejuquilla el Alto,42,14
571,Mezquitic,Mezquitic,61,14
572,Villa Guerrero,Villa Guerrero,115,14
573,Bolaños,Bolaños,19,14
574,Totatiche,Totatiche,104,14
575,Colotlán,Colotlán,25,14
576,Santa María de los Ángeles,Santa María de los Ángeles,81,14
577,Huejúcar,Huejúcar,41,14
578,Chimaltitán,Chimaltitán,31,14
579,San Martín de Bolaños,San Martín de Bolaños,76,14
580,Tequila,Tequila,94,14
581,Hostotipaquillo,Hostotipaquillo,40,14
582,Magdalena,Magdalena,55,14
583,Etzatlán,Etzatlán,36,14
584,San Marcos,San Marcos,75,14
585,San Juanito de Escobedo,San Juanito de Escobedo,7,14
586,Ameca,Ameca,6,14
587,Ahualulco de Mercado,Ahualulco de Mercado,3,14
588,Teuchitlán,Teuchitlán,95,14
589,San Martín Hidalgo,San Martín Hidalgo,77,14
590,Guachinango,Guachinango,38,14
591,Mixtlán,Mixtlán,62,14
592,Mascota,Mascota,58,14
593,San Sebastián del Oeste,San Sebastián del Oeste,80,14
594,San Juan de los Lagos,San Juan de los Lagos,73,14
595,Jalostotitlán,Jalostotitlán,46,14
596,San Miguel el Alto,San Miguel el Alto,78,14
597,San Julián,San Julián,74,14
598,Arandas,Arandas,8,14
599,San Ignacio Cerro Gordo,San Ignacio Cerro Gordo,125,14
600,Teocaltiche,Teocaltiche,91,14
601,Villa Hidalgo,Villa Hidalgo,116,14
602,Encarnación de Díaz,Encarnación de Díaz,35,14
603,Yahualica de González Gallo,Yahualica de González Gallo,118,14
604,Mexticacán,Mexticacán,60,14
605,Cañadas de Obregón,Cañadas de Obregón,117,14
606,Valle de Guadalupe,Valle de Guadalupe,111,14
607,Lagos de Moreno,Lagos de Moreno,53,14
608,Ojuelos de Jalisco,Ojuelos de Jalisco,64,14
609,Unión de San Antonio,Unión de San Antonio,109,14
610,San Diego de Alejandría,San Diego de Alejandría,72,14
611,Tepatitlán de Morelos,Tepatitlán de Morelos,93,14
612,Tototlán,Tototlán,105,14
613,Atotonilco el Alto,Atotonilco el Alto,13,14
614,Ocotlán,Ocotlán,63,14
615,Jamay,Jamay,47,14
616,La Barca,La Barca,18,14
617,Ayotlán,Ayotlán,16,14
618,Jesús María,Jesús María,48,14
619,Degollado,Degollado,33,14
620,Unión de Tula,Unión de Tula,110,14
621,Ayutla,Ayutla,17,14
622,Atenguillo,Atenguillo,12,14
623,Cuautla,Cuautla,28,14
624,Atengo,Atengo,11,14
625,Talpa de Allende,Talpa de Allende,84,14
626,Puerto Vallarta,Puerto Vallarta,67,14
627,Cabo Corrientes,Cabo Corrientes,20,14
628,Tomatlán,Tomatlán,100,14
629,Cocula,Cocula,24,14
630,Tecolotlán,Tecolotlán,88,14
631,Tenamaxtlán,Tenamaxtlán,90,14
632,Juchitlán,Juchitlán,52,14
633,Chiquilistlán,Chiquilistlán,32,14
634,Ejutla,Ejutla,34,14
635,El Limón,El Limón,54,14
636,El Grullo,El Grullo,37,14
637,Tonaya,Tonaya,102,14
638,Tuxcacuesco,Tuxcacuesco,106,14
639,Villa Purificación,Villa Purificación,68,14
640,La Huerta,La Huerta,43,14
641,Autlán de Navarro,Autlán de Navarro,15,14
642,Casimiro Castillo,Casimiro Castillo,21,14
643,Cuautitlán de García Barragán,Cuautitlán de García Barragán,27,14
644,Cihuatlán,Cihuatlán,22,14
645,Zapotlán el Grande,Zapotlán el Grande,23,14
646,Gómez Farías,Gómez Farías,79,14
647,Concepción de Buenos Aires,Concepción de Buenos Aires,26,14
648,Atoyac,Atoyac,14,14
649,Techaluta de Montenegro,Techaluta de Montenegro,89,14
650,Teocuitatlán de Corona,Teocuitatlán de Corona,92,14
651,Sayula,Sayula,82,14
652,Tapalpa,Tapalpa,86,14
653,Amacueca,Amacueca,4,14
654,Tizapán el Alto,Tizapán el Alto,96,14
655,Tuxcueca,Tuxcueca,107,14
656,La Manzanilla de la Paz,La Manzanilla de la Paz,57,14
657,Mazamitla,Mazamitla,59,14
658,Valle de Juárez,Valle de Juárez,112,14
659,Quitupan,Quitupan,69,14
660,Zapotiltic,Zapotiltic,121,14
661,Tamazula de Gordiano,Tamazula de Gordiano,85,14
662,San Gabriel,San Gabriel,113,14
663,Tolimán,Tolimán,99,14
664,Zapotitlán de Vadillo,Zapotitlán de Vadillo,122,14
665,Tuxpan,Tuxpan,108,14
666,Tonila,Tonila,103,14
667,Pihuamo,Pihuamo,65,14
668,Tecalitlán,Tecalitlán,87,14
669,Jilotlán de los Dolores,Jilotlán de los Dolores,49,14
670,Santa María del Oro,Santa María del Oro,56,14
671,Toluca,Toluca,106,15
672,Acambay de Ruíz Castañeda,Acambay de Ruíz Castañeda,1,15
673,Aculco,Aculco,3,15
674,Temascalcingo,Temascalcingo,85,15
675,Atlacomulco,Atlacomulco,14,15
676,Timilpan,Timilpan,102,15
677,Morelos,Morelos,56,15
678,El Oro,El Oro,64,15
679,San Felipe del Progreso,San Felipe del Progreso,74,15
680,San José del Rincón,San José del Rincón,124,15
681,Jocotitlán,Jocotitlán,48,15
682,Ixtlahuaca,Ixtlahuaca,42,15
683,Jiquipilco,Jiquipilco,47,15
684,Temoaya,Temoaya,87,15
685,Almoloya de Juárez,Almoloya de Juárez,5,15
686,Villa Victoria,Villa Victoria,114,15
687,Villa de Allende,Villa de Allende,111,15
688,Donato Guerra,Donato Guerra,32,15
689,Ixtapan del Oro,Ixtapan del Oro,41,15
690,Santo Tomás,Santo Tomás,78,15
691,Otzoloapan,Otzoloapan,66,15
692,Zacazonapan,Zacazonapan,116,15
693,Valle de Bravo,Valle de Bravo,110,15
694,Amanalco,Amanalco,7,15
695,Temascaltepec,Temascaltepec,86,15
696,Zinacantepec,Zinacantepec,118,15
697,Tejupilco,Tejupilco,82,15
698,Luvianos,Luvianos,123,15
699,San Simón de Guerrero,San Simón de Guerrero,77,15
700,Amatepec,Amatepec,8,15
701,Tlatlaya,Tlatlaya,105,15
702,Sultepec,Sultepec,80,15
703,Texcaltitlán,Texcaltitlán,97,15
704,Coatepec Harinas,Coatepec Harinas,21,15
705,Villa Guerrero,Villa Guerrero,113,15
706,Zacualpan,Zacualpan,117,15
707,Almoloya de Alquisiras,Almoloya de Alquisiras,4,15
708,Ixtapan de la Sal,Ixtapan de la Sal,40,15
709,Tonatico,Tonatico,107,15
710,Zumpahuacán,Zumpahuacán,119,15
711,Lerma,Lerma,51,15
712,Xonacatlán,Xonacatlán,115,15
713,Otzolotepec,Otzolotepec,67,15
714,San Mateo Atenco,San Mateo Atenco,76,15
715,Metepec,Metepec,54,15
716,Mexicaltzingo,Mexicaltzingo,55,15
717,Calimaya,Calimaya,18,15
718,Chapultepec,Chapultepec,27,15
719,San Antonio la Isla,San Antonio la Isla,73,15
720,Tenango del Valle,Tenango del Valle,90,15
721,Rayón,Rayón,72,15
722,Joquicingo,Joquicingo,49,15
723,Tenancingo,Tenancingo,88,15
724,Malinalco,Malinalco,52,15
725,Ocuilan,Ocuilan,63,15
726,Atizapán,Atizapán,12,15
727,Almoloya del Río,Almoloya del Río,6,15
728,Texcalyacac,Texcalyacac,98,15
729,Tianguistenco,Tianguistenco,101,15
730,Xalatlaco,Xalatlaco,43,15
731,Capulhuac,Capulhuac,19,15
732,Ocoyoacac,Ocoyoacac,62,15
733,Huixquilucan,Huixquilucan,37,15
734,Atizapán de Zaragoza,Atizapán de Zaragoza,13,15
735,Naucalpan de Juárez,Naucalpan de Juárez,57,15
736,Tlalnepantla de Baz,Tlalnepantla de Baz,104,15
737,Polotitlán,Polotitlán,71,15
738,Jilotepec,Jilotepec,45,15
739,Soyaniquilpan de Juárez,Soyaniquilpan de Juárez,79,15
740,Villa del Carbón,Villa del Carbón,112,15
741,Chapa de Mota,Chapa de Mota,26,15
742,Nicolás Romero,Nicolás Romero,60,15
743,Isidro Fabela,Isidro Fabela,38,15
744,Jilotzingo,Jilotzingo,46,15
745,Tepotzotlán,Tepotzotlán,95,15
746,Coyotepec,Coyotepec,23,15
747,Huehuetoca,Huehuetoca,35,15
748,Cuautitlán Izcalli,Cuautitlán Izcalli,121,15
749,Teoloyucan,Teoloyucan,91,15
750,Cuautitlán,Cuautitlán,24,15
751,Melchor Ocampo,Melchor Ocampo,53,15
752,Tultitlán,Tultitlán,109,15
753,Tultepec,Tultepec,108,15
754,Ecatepec de Morelos,Ecatepec de Morelos,33,15
755,Zumpango,Zumpango,120,15
756,Tequixquiac,Tequixquiac,96,15
757,Apaxco,Apaxco,10,15
758,Hueypoxtla,Hueypoxtla,36,15
759,Coacalco de Berriozábal,Coacalco de Berriozábal,20,15
760,Tecámac,Tecámac,81,15
761,Jaltenco,Jaltenco,44,15
762,Tonanitla,Tonanitla,125,15
763,Nextlalpan,Nextlalpan,59,15
764,Teotihuacán,Teotihuacán,92,15
765,San Martín de las Pirámides,San Martín de las Pirámides,75,15
766,Acolman,Acolman,2,15
767,Otumba,Otumba,65,15
768,Axapusco,Axapusco,16,15
769,Nopaltepec,Nopaltepec,61,15
770,Temascalapa,Temascalapa,84,15
771,Tezoyuca,Tezoyuca,100,15
772,Chiautla,Chiautla,28,15
773,Papalotla,Papalotla,69,15
774,Tepetlaoxtoc,Tepetlaoxtoc,93,15
775,Texcoco,Texcoco,99,15
776,Chiconcuac,Chiconcuac,30,15
777,Atenco,Atenco,11,15
778,Chimalhuacán,Chimalhuacán,31,15
779,Chicoloapan,Chicoloapan,29,15
780,La Paz,La Paz,70,15
781,Ixtapaluca,Ixtapaluca,39,15
782,Chalco,Chalco,25,15
783,Valle de Chalco Solidaridad,Valle de Chalco Solidaridad,122,15
784,Temamatla,Temamatla,83,15
785,Cocotitlán,Cocotitlán,22,15
786,Tlalmanalco,Tlalmanalco,103,15
787,Ayapango,Ayapango,17,15
788,Tenango del Aire,Tenango del Aire,89,15
789,Ozumba,Ozumba,68,15
790,Juchitepec,Juchitepec,50,15
791,Tepetlixpa,Tepetlixpa,94,15
792,Amecameca,Amecameca,9,15
793,Atlautla,Atlautla,15,15
794,Ecatzingo,Ecatzingo,34,15
795,Nezahualcóyotl,Nezahualcóyotl,58,15
796,Morelia,Morelia,53,16
797,Huaniqueo,Huaniqueo,37,16
798,Coeneo,Coeneo,16,16
799,Quiroga,Quiroga,73,16
800,Tzintzuntzan,Tzintzuntzan,100,16
801,Lagunillas,Lagunillas,48,16
802,Acuitzio,Acuitzio,1,16
803,Madero,Madero,49,16
804,Puruándiro,Puruándiro,71,16
805,José Sixto Verduzco,José Sixto Verduzco,113,16
806,Angamacutiro,Angamacutiro,4,16
807,Panindícuaro,Panindícuaro,63,16
808,Zacapu,Zacapu,107,16
809,Tlazazalca,Tlazazalca,94,16
810,Purépero,Purépero,70,16
811,Jiménez,Jiménez,44,16
812,Morelos,Morelos,54,16
813,Huandacareo,Huandacareo,36,16
814,Cuitzeo,Cuitzeo,20,16
815,Chucándiro,Chucándiro,27,16
816,Copándaro,Copándaro,18,16
817,Tarímbaro,Tarímbaro,88,16
818,Santa Ana Maya,Santa Ana Maya,78,16
819,Álvaro Obregón,Álvaro Obregón,3,16
820,Zinapécuaro,Zinapécuaro,110,16
821,Indaparapeo,Indaparapeo,40,16
822,Queréndaro,Queréndaro,72,16
823,Sahuayo,Sahuayo,76,16
824,Briseñas,Briseñas,11,16
825,Cojumatlán de Régules,Cojumatlán de Régules,74,16
826,Venustiano Carranza,Venustiano Carranza,103,16
827,Pajacuarán,Pajacuarán,62,16
828,Vista Hermosa,Vista Hermosa,105,16
829,Tanhuato,Tanhuato,86,16
830,Yurécuaro,Yurécuaro,106,16
831,Ixtlán,Ixtlán,42,16
832,La Piedad,La Piedad,69,16
833,Numarán,Numarán,60,16
834,Churintzio,Churintzio,28,16
835,Zináparo,Zináparo,109,16
836,Penjamillo,Penjamillo,67,16
837,Marcos Castellanos,Marcos Castellanos,51,16
838,Jiquilpan,Jiquilpan,45,16
839,Villamar,Villamar,104,16
840,Chavinda,Chavinda,23,16
841,Zamora,Zamora,108,16
842,Ecuandureo,Ecuandureo,30,16
843,Tangancícuaro,Tangancícuaro,85,16
844,Chilchota,Chilchota,25,16
845,Jacona,Jacona,43,16
846,Tangamandapio,Tangamandapio,84,16
847,Cotija,Cotija,19,16
848,Tocumbo,Tocumbo,95,16
849,Tingüindín,Tingüindín,91,16
850,Uruapan,Uruapan,102,16
851,Charapan,Charapan,21,16
852,Paracho,Paracho,65,16
853,Cherán,Cherán,24,16
854,Nahuatzen,Nahuatzen,56,16
855,Tingambato,Tingambato,90,16
856,Los Reyes,Los Reyes,75,16
857,Peribán,Peribán,68,16
858,Tancítaro,Tancítaro,83,16
859,Nuevo Parangaricutiro,Nuevo Parangaricutiro,58,16
860,Buenavista,Buenavista,12,16
861,Tepalcatepec,Tepalcatepec,89,16
862,Aguililla,Aguililla,2,16
863,Apatzingán,Apatzingán,6,16
864,Parácuaro,Parácuaro,64,16
865,Coahuayana,Coahuayana,14,16
866,Chinicuila,Chinicuila,26,16
867,Coalcomán de Vázquez Pallares,Coalcomán de Vázquez Pallares,15,16
868,Aquila,Aquila,8,16
869,Tumbiscatío,Tumbiscatío,96,16
870,Arteaga,Arteaga,10,16
871,Lázaro Cárdenas,Lázaro Cárdenas,52,16
872,Epitacio Huerta,Epitacio Huerta,31,16
873,Contepec,Contepec,17,16
874,Tlalpujahua,Tlalpujahua,93,16
875,Hidalgo,Hidalgo,34,16
876,Maravatío,Maravatío,50,16
877,Irimbo,Irimbo,41,16
878,Senguio,Senguio,80,16
879,Charo,Charo,22,16
880,Tzitzio,Tzitzio,101,16
881,Tiquicheo de Nicolás Romero,Tiquicheo de Nicolás Romero,92,16
882,Aporo,Aporo,7,16
883,Angangueo,Angangueo,5,16
884,Tuxpan,Tuxpan,98,16
885,Ocampo,Ocampo,61,16
886,Jungapeo,Jungapeo,47,16
887,Zitácuaro,Zitácuaro,112,16
888,Tuzantla,Tuzantla,99,16
889,Juárez,Juárez,46,16
890,Susupuato,Susupuato,81,16
891,Pátzcuaro,Pátzcuaro,66,16
892,Erongarícuaro,Erongarícuaro,32,16
893,Huiramba,Huiramba,39,16
894,Tacámbaro,Tacámbaro,82,16
895,Turicato,Turicato,97,16
896,Ziracuaretiro,Ziracuaretiro,111,16
897,Taretan,Taretan,87,16
898,Gabriel Zamora,Gabriel Zamora,33,16
899,Nuevo Urecho,Nuevo Urecho,59,16
900,Múgica,Múgica,55,16
901,Salvador Escalante,Salvador Escalante,79,16
902,Ario,Ario,9,16
903,La Huacana,La Huacana,35,16
904,Churumuco,Churumuco,29,16
905,Nocupétaro,Nocupétaro,57,16
906,Carácuaro,Carácuaro,13,16
907,Huetamo,Huetamo,38,16
908,San Lucas,San Lucas,77,16
909,Cuernavaca,Cuernavaca,7,17
910,Huitzilac,Huitzilac,9,17
911,Tepoztlán,Tepoztlán,20,17
912,Tlalnepantla,Tlalnepantla,23,17
913,Tlayacapan,Tlayacapan,26,17
914,Jiutepec,Jiutepec,11,17
915,Temixco,Temixco,18,17
916,Miacatlán,Miacatlán,15,17
917,Coatetelco,Coatetelco,34,17
918,Coatlán del Río,Coatlán del Río,5,17
919,Tetecala,Tetecala,21,17
920,Mazatepec,Mazatepec,14,17
921,Amacuzac,Amacuzac,1,17
922,Puente de Ixtla,Puente de Ixtla,17,17
923,Xoxocotla,Xoxocotla,35,17
924,Ayala,Ayala,4,17
925,Yautepec,Yautepec,29,17
926,Cuautla,Cuautla,6,17
927,Emiliano Zapata,Emiliano Zapata,8,17
928,Tlaltizapán de Zapata,Tlaltizapán de Zapata,24,17
929,Zacatepec,Zacatepec,31,17
930,Xochitepec,Xochitepec,28,17
931,Tetela del Volcán,Tetela del Volcán,22,17
932,Hueyapan,Hueyapan,36,17
933,Yecapixtla,Yecapixtla,30,17
934,Totolapan,Totolapan,27,17
935,Atlatlahucan,Atlatlahucan,2,17
936,Ocuituco,Ocuituco,16,17
937,Temoac,Temoac,33,17
938,Zacualpan de Amilpas,Zacualpan de Amilpas,32,17
939,Jojutla,Jojutla,12,17
940,Tepalcingo,Tepalcingo,19,17
941,Jonacatepec de Leandro Valle,Jonacatepec de Leandro Valle,13,17
942,Axochiapan,Axochiapan,3,17
943,Jantetelco,Jantetelco,10,17
944,Tlaquiltenango,Tlaquiltenango,25,17
945,Tepic,Tepic,17,18
946,Tuxpan,Tuxpan,18,18
947,Santiago Ixcuintla,Santiago Ixcuintla,15,18
948,Acaponeta,Acaponeta,1,18
949,Tecuala,Tecuala,16,18
950,Huajicori,Huajicori,5,18
951,Del Nayar,Del Nayar,9,18
952,La Yesca,La Yesca,19,18
953,Ruíz,Ruíz,11,18
954,Rosamorada,Rosamorada,10,18
955,Compostela,Compostela,4,18
956,Bahía de Banderas,Bahía de Banderas,20,18
957,San Blas,San Blas,12,18
958,Xalisco,Xalisco,8,18
959,San Pedro Lagunillas,San Pedro Lagunillas,13,18
960,Santa María del Oro,Santa María del Oro,14,18
961,Jala,Jala,7,18
962,Ahuacatlán,Ahuacatlán,2,18
963,Ixtlán del Río,Ixtlán del Río,6,18
964,Amatlán de Cañas,Amatlán de Cañas,3,18
965,Monterrey,Monterrey,39,19
966,Anáhuac,Anáhuac,5,19
967,Lampazos de Naranjo,Lampazos de Naranjo,32,19
968,Mina,Mina,37,19
969,Bustamante,Bustamante,8,19
970,Sabinas Hidalgo,Sabinas Hidalgo,44,19
971,Villaldama,Villaldama,51,19
972,Vallecillo,Vallecillo,50,19
973,Parás,Parás,40,19
974,Salinas Victoria,Salinas Victoria,45,19
975,Ciénega de Flores,Ciénega de Flores,12,19
976,Hidalgo,Hidalgo,47,19
977,Abasolo,Abasolo,1,19
978,Higueras,Higueras,28,19
979,General Zuazua,General Zuazua,25,19
980,Agualeguas,Agualeguas,2,19
981,General Treviño,General Treviño,23,19
982,Cerralvo,Cerralvo,11,19
983,Melchor Ocampo,Melchor Ocampo,35,19
984,García,García,18,19
985,General Escobedo,General Escobedo,21,19
986,Santa Catarina,Santa Catarina,48,19
987,San Pedro Garza García,San Pedro Garza García,19,19
988,San Nicolás de los Garza,San Nicolás de los Garza,46,19
989,El Carmen,El Carmen,10,19
990,Apodaca,Apodaca,6,19
991,Pesquería,Pesquería,41,19
992,Marín,Marín,34,19
993,Doctor González,Doctor González,16,19
994,Los Ramones,Los Ramones,42,19
995,Los Herreras,Los Herreras,27,19
996,Los Aldamas,Los Aldamas,3,19
997,Doctor Coss,Doctor Coss,15,19
998,General Bravo,General Bravo,20,19
999,China,China,13,19
1000,Guadalupe,Guadalupe,26,19
1001,Juárez,Juárez,31,19
1002,Santiago,Santiago,49,19
1003,Allende,Allende,4,19
1004,General Terán,General Terán,22,19
1005,Cadereyta Jiménez,Cadereyta Jiménez,9,19
1006,Montemorelos,Montemorelos,38,19
1007,Rayones,Rayones,43,19
1008,Linares,Linares,33,19
1009,Iturbide,Iturbide,30,19
1010,Galeana,Galeana,17,19
1011,Hualahuises,Hualahuises,29,19
1012,Doctor Arroyo,Doctor Arroyo,14,19
1013,Aramberri,Aramberri,7,19
1014,General Zaragoza,General Zaragoza,24,19
1015,Mier y Noriega,Mier y Noriega,36,19
1016,Oaxaca de Juárez,Oaxaca de Juárez,67,20
1017,Villa de Etla,Villa de Etla,338,20
1018,San Juan Bautista Atatlahuca,San Juan Bautista Atatlahuca,175,20
1019,San Jerónimo Sosola,San Jerónimo Sosola,161,20
1020,San Juan Bautista Jayacatlán,San Juan Bautista Jayacatlán,179,20
1021,San Francisco Telixtlahuaca,San Francisco Telixtlahuaca,150,20
1022,Santiago Tenango,Santiago Tenango,487,20
1023,San Pablo Huitzo,San Pablo Huitzo,294,20
1024,San Juan del Estado,San Juan del Estado,193,20
1025,Magdalena Apasco,Magdalena Apasco,45,20
1026,Santiago Suchilquitongo,Santiago Suchilquitongo,483,20
1027,San Juan Bautista Guelache,San Juan Bautista Guelache,178,20
1028,Reyes Etla,Reyes Etla,77,20
1029,Nazareno Etla,Nazareno Etla,63,20
1030,San Andrés Zautla,San Andrés Zautla,102,20
1031,San Agustín Etla,San Agustín Etla,84,20
1032,Soledad Etla,Soledad Etla,539,20
1033,Santo Tomás Mazaltepec,Santo Tomás Mazaltepec,531,20
1034,Guadalupe Etla,Guadalupe Etla,33,20
1035,San Pablo Etla,San Pablo Etla,293,20
1036,San Felipe Tejalápam,San Felipe Tejalápam,135,20
1037,San Lorenzo Cacaotepec,San Lorenzo Cacaotepec,227,20
1038,Santa María Peñoles,Santa María Peñoles,426,20
1039,Santiago Tlazoyaltepec,Santiago Tlazoyaltepec,494,20
1040,Tlalixtac de Cabrera,Tlalixtac de Cabrera,553,20
1041,San Jacinto Amilpas,San Jacinto Amilpas,157,20
1042,San Andrés Huayápam,San Andrés Huayápam,91,20
1043,San Agustín Yatareni,San Agustín Yatareni,87,20
1044,Santo Domingo Tomaltepec,Santo Domingo Tomaltepec,519,20
1045,Santa María del Tule,Santa María del Tule,409,20
1046,San Juan Bautista Tuxtepec,San Juan Bautista Tuxtepec,184,20
1047,Loma Bonita,Loma Bonita,44,20
1048,San José Independencia,San José Independencia,169,20
1049,Cosolapa,Cosolapa,21,20
1050,Acatlán de Pérez Figueroa,Acatlán de Pérez Figueroa,2,20
1051,San Miguel Soyaltepec,San Miguel Soyaltepec,278,20
1052,Ayotzintepec,Ayotzintepec,9,20
1053,San Pedro Ixcatlán,San Pedro Ixcatlán,309,20
1054,San José Chiltepec,San José Chiltepec,166,20
1055,San Felipe Jalapa de Díaz,San Felipe Jalapa de Díaz,134,20
1056,Santa María Jacatepec,Santa María Jacatepec,417,20
1057,San Lucas Ojitlán,San Lucas Ojitlán,232,20
1058,San Juan Bautista Valle Nacional,San Juan Bautista Valle Nacional,559,20
1059,San Felipe Usila,San Felipe Usila,136,20
1060,Huautla de Jiménez,Huautla de Jiménez,41,20
1061,Santa María Chilchotla,Santa María Chilchotla,406,20
1062,Santa Ana Ateixtlahuaca,Santa Ana Ateixtlahuaca,354,20
1063,San Lorenzo Cuaunecuiltitla,San Lorenzo Cuaunecuiltitla,228,20
1064,San Francisco Huehuetlán,San Francisco Huehuetlán,142,20
1065,San Pedro Ocopetatillo,San Pedro Ocopetatillo,322,20
1066,Santa Cruz Acatepec,Santa Cruz Acatepec,374,20
1067,Eloxochitlán de Flores Magón,Eloxochitlán de Flores Magón,29,20
1068,Santiago Texcalcingo,Santiago Texcalcingo,490,20
1069,Teotitlán de Flores Magón,Teotitlán de Flores Magón,545,20
1070,Santa María Teopoxco,Santa María Teopoxco,434,20
1071,San Martín Toxpalan,San Martín Toxpalan,244,20
1072,San Jerónimo Tecóatl,San Jerónimo Tecóatl,163,20
1073,Santa María la Asunción,Santa María la Asunción,396,20
1074,Huautepec,Huautepec,40,20
1075,San Juan Coatzóspam,San Juan Coatzóspam,187,20
1076,San Lucas Zoquiápam,San Lucas Zoquiápam,234,20
1077,San Antonio Nanahuatípam,San Antonio Nanahuatípam,109,20
1078,San José Tenango,San José Tenango,171,20
1079,San Mateo Yoloxochitlán,San Mateo Yoloxochitlán,249,20
1080,San Bartolomé Ayautla,San Bartolomé Ayautla,116,20
1081,Mazatlán Villa de Flores,Mazatlán Villa de Flores,58,20
1082,San Juan de los Cués,San Juan de los Cués,206,20
1083,Santa María Tecomavaca,Santa María Tecomavaca,431,20
1084,Santa María Ixcatlán,Santa María Ixcatlán,416,20
1085,San Juan Bautista Cuicatlán,San Juan Bautista Cuicatlán,177,20
